"Sample_geo_accession","Sample_status","Sample_submission_date","Sample_last_update_date","Sample_type","Sample_channel_count","Sample_source","Sample_organism","Sample_perturbagen","Sample_dosage","Sample_batch","Sample_duration","Sample_perturbagen_type","Sample_well_id","Sample_plate_id","Sample_molecule","Sample_extract_protocol","Sample_label","Sample_label_protocol","Sample_taxid","Sample_hyb_protocol","Sample_scan_protocol","Sample_description","Sample_data_processing"
"GSM3363011","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","chenodeoxycholic acid","10_uM","MSA101_B","duration: 6_hours","perturbation type: test","well id: A14","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363012","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","Aripiprazole","1_uM","MSA101_A","duration: 6_hours","perturbation type: test","well id: A15","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363013","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","Aripiprazole","1_uM","MSA101_B","duration: 6_hours","perturbation type: test","well id: A16","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363014","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","naringenin","10_uM","MSA101_A","duration: 6_hours","perturbation type: test","well id: A17","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363015","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","naringenin","10_uM","MSA101_B","duration: 6_hours","perturbation type: test","well id: A18","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363016","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","phenelzine","10_uM","MSA101_A","duration: 6_hours","perturbation type: test","well id: A19","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363017","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","phenelzine","10_uM","MSA101_B","duration: 6_hours","perturbation type: test","well id: A20","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363018","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","DMSO",NA,"MSA101_A","duration: 6_hours","perturbation type: vehicle","well id: A21","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363019","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","DMSO",NA,"MSA101_B","duration: 6_hours","perturbation type: vehicle","well id: A22","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363020","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","trimethadione","10_uM","MSA101_A","duration: 6_hours","perturbation type: test","well id: A23","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363021","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","trimethadione","10_uM","MSA101_B","duration: 6_hours","perturbation type: test","well id: A24","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363022","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","dihydroergocristine","1_uM","MSA101_C","duration: 6_hours","perturbation type: test","well id: B03","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363023","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","dihydroergocristine","1_uM","MSA101_D","duration: 6_hours","perturbation type: test","well id: B04","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363024","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","Chlorpromazine","0.1_uM","MSA101_C","duration: 6_hours","perturbation type: test","well id: B05","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363025","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_SZ","Homo sapiens","Chlorpromazine","0.1_uM","MSA101_D","duration: 6_hours","perturbation type: test","well id: B06","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
"GSM3363026","Public on Oct 31 2018","Aug 30 2018","Oct 31 2018","RNA",1,"hiPSC_control","Homo sapiens","arachidonyltrifluoromethane","10_uM","MSA101_C","duration: 6_hours","perturbation type: test","well id: B07","plate id: MSA101","total RNA","Cells were lysed with cell lysis buffer (110 µL per well), and stored at -80⁰C","biotin","mRNA is reverse transcribed and the cDNA product PCR amplified using primers that contain contiguous sequence (barcode) complementary to each L1000 gene; in addition, the upstream primer is biotinylated to enable identification of amplicon-bound beads.",9606,"PCR amplicon of each gene is hybridized to barcoded Luminex beads. The barcode incorporated in each amplicon is complementary to a barcode on a Luminex bead, ensuring that each gene from the original lysate mRNA is represented by an amplicon bound to a specific bead.","Luminex scanners detect individual beads by color, then measure the fluorescent intensity of the SAPE molecules attached to the biotin label on each amplicon-bound bead","24 hiPSC-derived NPCs and 8 CCLs were used (total: 32 cell lines). Each 96-well plate included: A1 empty well, 12 vehicle wells, and 2 positive control wells (in duplicate) per cell line (i.e., per plate). The remaining 79 wells were used for test compounds: a) phase 1 had 6/79 drugs from pilot, and 73/79 phase 1 test compounds, b) phase 2 had 6 pilot drugs re-tested, 6/73 phase 1 drugs re-tested, and 67/79 phase 2 compounds. 135 unique compounds were tested.","Raw intensity measurements are deconvoluted to provide intensity values for each landmark gene (the 978 directly measured features). Data is then normalized using a calibration curve based on invariant gene sets, and then quantile normalized."
